elavskode,matrnr,esr_ejdnr
22152,7000ct,0
22152,15dy,1510001327
22152,7000cc,0
22153,2v,1510024777
22153,2ø,1510024769
22153,2s,1510024777
22153,2ai,1510024815
22153,2aa,1510024815
22153,2i,1510024831
22153,2k,1510002560
22153,2ag,1510002560
22153,2l,1510024823
22153,2o,1510024793
22153,2t,1510024793
22153,2af,1510024858
22153,2h,1510024858
22153,2ak,1510024505
22153,2n,1510024807
22153,6aa,1510038565
22153,6ø,1510038573
22153,6æ,1510038603
22153,31,1510042805
22153,7000g,0
22153,6ad,1510038581
22153,6ae,1510038611
22153,6af,1510038646
22153,6ag,1510038662
22153,6ah,1510038689
22153,6ai,1510038700
22153,13,1510042805
22153,7b,1510042805
22153,5n,1510042805
22153,5z,1510042805
22153,4k,1510042805
22153,4c,1510002269
22153,4v,1510124496
22153,3m,1510139701
22153,4p,1510002641
22153,3l,1510139701
22153,3n,1510139701
22153,4ah,1510002617
22153,1cx,1510024564
22153,4s,1510002641
22153,4ad,1510142613
22153,24,1510024734
22153,3k,1510002595
22153,2a,1510024505
22153,2p,1510024629
22153,2q,1510024602
22153,2d,1510024645
22153,5r,1510024491
22153,2x,1510024556
22153,2z,1510024696
22153,2æ,1510121225
22153,5ak,1510133487
22153,5o,1510024513
22153,5al,1510134777
22153,4a,1510024521
22153,2ac,1510024505
22153,6aq,1510024483
22153,3r,1510144853
22153,2r,1510024572
22153,3i,1510002587
22153,5am,1510139639
22153,3p,1510142761
22153,3e,1510149827
22153,3x,1510149691
22153,3t,1510146406
22153,2ab,1510024521
22153,2m,1510024785
22153,1cu,1510002552
22153,3b,1510024475
22153,5d,1510024742
22153,2ae,1510024521
22153,5a,1510024475
22153,8at,1510002811
22153,1bc,1510002552
22153,1cv,1510024564
22153,8ac,1510002811
22153,2ad,1510024521
22153,4i,1510002617
22153,3s,1510024742
22153,7000b,0
22153,6at,1510087663
22153,6bm,1510087663
22153,6bi,1510087663
22153,6h,1510002757
22153,12a,1510042805
22153,1ct,1510035523
22153,1co,1510143091
22153,1cp,1510143105
22153,1cn,1510143083
22153,1ch,1510143032
22153,1bv,1510142397
22153,7000t,0
22153,1bx,1510142400
22153,8aq,1510024548
22153,1ci,1510143040
22153,1cm,1510143075
22153,1cl,1510143067
22153,1ck,1510143059
22153,7000p,0
22153,1bl,1510024564
22153,1by,1510142419
22153,7000u,0
22153,1a,1510035523
22153,1bz,1510142427
22153,21,1510024580
22153,1cf,1510142516
22153,1bæ,1510142435
22153,22,1510024726
22153,1ce,1510142508
22153,20,1510024599
22153,16,1510024726
22153,1cd,1510142494
22153,1cg,1510142389
22153,33,1510129773
22153,36,1510135153
22153,1bm,1510000428
22153,1bø,1510142443
22153,5an,1510139647
22153,5ai,1510131018
22153,17c,1510088082
22153,1cc,1510142486
22153,1cb,1510142478
22153,1ca,1510142451
22153,19a,1510024637
22153,17a,1510024688
22153,19b,1510149753
22153,17b,1510024661
22153,5ao,1510142168
22153,18,1510024653
22153,5ap,1510142176
22153,5p,1510024653
22153,4x,1510142621
22153,1bn,1510035531
22153,4y,1510139299
22153,4ø,1510139280
22153,4af,1510144667
22153,4z,1510143121
22153,1bt,1510134688
22153,1bh,1510035477
22153,7000o,0
22153,1bo,1510035507
22153,6y,1510038654
22153,6z,1510038638
22153,6ab,1510038557
22153,6ac,1510038549
22153,4t,1510149936
22153,4ai,1510149937
22153,6as,1510027245
22153,4u,1510088457
22153,6az,1510027148
22153,4n,1510002625
22153,4r,1510002641
22153,6al,1510038743
22153,4aa,1510140351
22153,6aæ,1510036406
22153,7000q,0
22153,6aø,1510036414
22153,6ba,1510036422
22153,6bb,1510036430
22153,4b,1510149853
22153,4o,1510002641
22153,6bc,1510036449
22153,6bd,1510036457
22153,4ae,1510143253
22153,7000l,0
22153,6ao,1510042848
22153,6au,1510088228
22153,6f,1510042821
22153,6ay,1510038816
22153,4m,1510038824
22153,6ax,1510038808
22153,6an,1510038794
22153,6av,1510042813
22153,6am,1510038778
22153,4q,1510002641
22153,7000f,0
22153,6p,1510042937
22153,6q,1510042856
22153,6ap,1510042864
22153,6r,1510038786
22153,6s,1510038751
22153,6t,1510038735
22153,6u,1510038719
22153,6v,1510038697
22153,6x,1510038670
22153,6bg,1510036481
22153,6bf,1510036473
22153,6be,1510036465
22153,7000k,0
22153,1bd,1510035485
22153,7000i,0
22153,4ar,1510149945
22153,4cæ,1510150015
22153,4cz,1510150014
22153,4cy,1510150013
22153,4cx,1510150012
22153,4al,1510149939
22153,4aq,1510149944
22153,4am,1510149940
22153,4cb,1510150020
22153,4ci,1510150027
22153,4an,1510149941
22153,4ck,1510150028
22153,4ao,1510149942
22153,4cc,1510150021
22153,4cl,1510150051
22153,4ap,1510149943
22153,4cd,1510150022
22153,4ch,1510150026
22153,4cg,1510150025
22153,4cf,1510150024
22153,4ce,1510150023
22153,4ac,1510142605
22153,7000s,0
22153,3q,1510142869
22153,3o,1510142532
22153,3v,1510149335
22153,3u,1510002587
22153,7000y,0
22153,7000m,0
22153,4h,1510149935
22153,4bp,1510149969
22153,4bf,1510149960
22153,4bo,1510149968
22153,4bg,1510149961
22153,4bn,1510149967
22153,4ak,1510149938
22153,4bh,1510149962
22153,4bm,1510149966
22153,4at,1510149947
22153,4dc,1510150019
22153,4da,1510150017
22153,4cø,1510150016
22153,4db,1510150018
22153,4bi,1510149963
22153,4as,1510149946
22153,4bk,1510149964
22153,4cv,1510150072
22153,4bl,1510149965
22153,4co,1510150006
22153,4cu,1510150071
22153,4l,1510004687
22153,6ar,1510130798
22153,4cr,1510150009
22153,4cq,1510150008
22153,4cs,1510150010
22153,4ct,1510150011
22153,4cp,1510150007
22153,4bb,1510149956
22153,4ba,1510149955
22153,4cn,1510150005
22153,4cm,1510150004
22153,4e,1510149932
22153,4bc,1510149957
22153,4f,1510149933
22153,4bt,1510149973
22153,4bs,1510149972
22153,4bd,1510149958
22153,4br,1510149971
22153,4g,1510149934
22153,4be,1510149959
22153,4æ,1510142583
22153,4az,1510149952
22153,4bu,1510150029
22153,4bv,1510150030
22153,4bx,1510150031
22153,4ab,1510142591
22153,4by,1510150032
22153,1bb,1510035515
22153,4bz,1510150033
22153,4bæ,1510150034
22153,4bø,1510150035
22153,4ca,1510150050
22153,4ay,1510149951
22153,4ax,1510149950
22153,4av,1510149949
22153,4au,1510149948
22153,4aæ,1510149953
22153,4bq,1510149970
22153,4aø,1510149954
22153,1bk,1510035493
22153,7000x,0
22153,1bu,1510139175
22153,1bp,1510086012
22153,32,1510000037
22153,37,1510135161
22153,8a,1510024521
22153,7000a,0
22153,5b,1510024521
22153,5s,2400001879
22153,4ag,1510024718
21151,11cø,1510145930
21151,11db,1510145957
21151,11da,1510145949
21151,11cv,1510145884
21151,11cs,1510145841
21151,11cu,1510145876
21151,11ci,1510145752
21151,11ch,1510145744
21151,11ck,1510145760
21151,11cg,1510145736
21151,11bø,1510145647
21151,11cl,1510145779
21151,11cf,1510145728
21151,11ca,1510145655
21151,11cm,1510145787
21151,11cb,1510145663
21151,11ce,1510145701
21151,11cn,1510145795
21151,11cd,1510145698
21151,11cc,1510145671
21151,11gb,1510149687
21151,7000bn,0
21151,11eø,1510147216
21151,11ff,1510147275
21151,11eæ,1510147208
21151,11ez,1510147194
21151,11cr,1510145833
21151,11fd,1510147259
21151,11fc,1510147240
21151,11cq,1510145825
21151,11fb,1510147232
21151,11cp,1510145817
21151,11co,1510145809
21151,11ga,1510149085
21151,11gc,1510149687
21151,9q,1510079644
21151,9h,1510079598
21151,10an,1510133320
21151,7000bt,0
21151,53b,1510079563
21151,15f,1510148174
21151,12bi,1510142699
21151,15g,1510148182
21151,53c,1510149184
21151,15h,1510148190
21151,15bo,1510150066
21151,15bp,1510071902
21151,15t,1510149236
21151,15k,1510148212
21151,15s,1510149236
21151,11gp,1510149422
21151,15bb,1510149921
21151,11go,1510149420
21151,11eg,1510146538
21151,15l,1510148220
21151,15o,1510148255
21151,15x,1510149407
21151,15n,1510148247
21151,15i,1510148204
21151,7000bp,0
21151,15a,1510071902
21151,7000bs,0
21151,15y,1510149408
21151,7000bm,0
21151,15ah,1510149841
21151,7000bq,0
21151,57,1510149455
21151,15m,1510148239
21151,11fx,1510147127
21151,15z,1510149409
21151,15bq,1510150066
21151,15aa,1510149412
21151,15ag,1510149418
21151,15af,1510149417
21151,15ae,1510149416
21151,15ab,1510149413
21151,15ad,1510149415
21151,11ey,1510147186
21151,11ex,1510147178
21151,11ev,1510147151
21151,15ac,1510149414
21151,11eu,1510147143
21151,11et,1510147135
21151,15bs,1510150066
21151,11fv,1510147119
21151,11fu,1510147100
21151,11ft,1510147097
21151,11fs,1510147089
21151,11fe,1510147267
21151,11ct,1510145868
21151,11gy,1510149430
21151,11gq,1510149423
21151,11gr,1510149424
21151,11gx,1510149429
21151,11gv,1510149428
21151,11gs,1510149425
21151,11gt,1510149426
21151,11gu,1510149427
21151,11dr,1510146120
21151,11fy,1510147003
21151,11fr,1510147070
21151,15ø,1510149411
21151,11fo,1510147054
21151,11fp,1510147003
21151,11fq,1510147062
21151,11fn,1510147046
21151,15æ,1510149410
21151,11fm,1510147038
21151,11di,1510146031
21151,11fk,1510146996
21151,11fl,1510147011
21151,11fi,1510147305
21151,11fh,1510147291
21151,11fg,1510147283
21151,11fa,1510147224
21151,11ef,1510146511
21151,11ek,1510146562
21151,11eq,1510146627
21151,11ee,1510146503
21151,11ed,1510146481
21151,11er,1510146635
21151,11es,1510146643
21151,11dt,1510146147
21151,11ds,1510146139
21151,11dq,1510146112
21151,11dp,1510146104
21151,11dk,1510146058
21151,11do,1510146090
21151,11dl,1510146066
21151,11dn,1510146082
21151,11dm,1510146074
21151,11df,1510146007
21151,11de,1510145981
21151,11cz,1510145914
21151,11dg,1510146015
21151,11dd,1510145973
21151,11cy,1510145906
21151,11cæ,1510145922
21151,11dh,1510146023
21151,11dc,1510145965
21151,11cx,1510145892
21151,17a,1510079504
21151,12bv,1510149930
21151,12bn,1510079555
21151,12bx,1510149931
21151,12bg,1510079563
21151,53a,1510082246
21151,15aø,1510149922
21151,15az,1510149923
21151,11eh,1510146546
21151,11ei,1510146554
21151,15ax,1510149924
21151,15au,1510149925
21151,11gz,1510149421
21151,11em,1510146589
21151,15as,1510149919
21151,11el,1510146570
21151,15aq,1510149918
21151,11en,1510146597
21151,11eo,1510146600
21151,11ep,1510146619
21151,11dz,1510146201
21151,11dæ,1510146228
21151,11dø,1510146236
21151,15br,1510150066
21151,11dy,1510146198
21151,11dx,1510146171
21151,11dv,1510146163
21151,11du,1510146155
21151,11fø,1510149085
21151,7000bo,0
21151,11u,1510149687
21151,11eb,1510146279
21151,11fæ,1510149687
21151,11gm,1510149346
21151,11gl,1510149345
21151,15bd,1510149926
21151,15bf,1510149920
21151,15bi,1510149914
21151,15bh,1510149913
21151,15be,1510149910
21151,15bg,1510149912
21151,15bc,1510149911
21151,15ak,1510149915
21151,15ba,1510149909
21151,15am,1510149916
21151,15v,1510149337
21151,15aæ,1510149908
21151,15ai,1510149900
21151,15ao,1510149917
21151,15ar,1510149904
21151,15ap,1510149903
21151,15av,1510149906
21151,15u,1510149336
21151,15bk,1510150000
21151,15an,1510149902
21151,15al,1510149901
21151,15at,1510149905
21151,15ay,1510149907
21151,15bl,1510071902
21151,11ea,1510146244
21151,11bf,1510085199
21151,11bb,1510085172
21151,11ay,1510085067
21151,7000aq,0
21151,15p,1510148263
21151,15q,1510149865
21151,15bm,1510150065
21151,15bn,1510150066
21151,11gd,1510149338
21151,11ec,1510149687
21151,11gn,1510149347
21151,11ha,1510149835
21151,11ge,1510149339
21151,11gf,1510149340
21151,11bl,1510085261
21151,11bm,1510085288
21151,11gg,1510149341
21151,11gh,1510149342
21151,11gk,1510149344
21151,11gi,1510149343
21151,12bt,1510149690
21151,11fz,1510147313
21151,11bg,1510085180
21151,33e,1510080774
21151,33d,1510080766
21151,33c,1510080758
21151,14n,1510080731
21151,14b,1510080723
21151,14s,1510080693
21151,14ac,1510080715
21151,11d,1510080782
21151,7000ax,0
21151,14q,1510080693
21151,12ar,1510079954
21151,14p,1510080685
21151,12ø,1510080642
21151,14f,1510080677
21151,12ab,1510080618
21151,14o,1510080669
21151,11bi,1510085245
21151,11bk,1510085253
21151,14t,1510080626
21151,12s,1510082149
21151,14ae,1510082157
21151,11bx,1510072860
21151,11bq,1510071449
21151,7000n,0
21151,2hm,1510079989
21151,12u,1510082173
21151,12g,1510082165
21151,14m,1510082211
21151,12q,1510082203
21151,53d,1510149184
21151,7000aa,0
21151,7000bf,0
21151,10ae,1510133320
21151,11k,2400001565
21151,11ak,1510084966
21151,10am,1510133320
21151,11ac,1510084907
21151,11ag,1510084990
21151,11ab,1510084885
21151,11p,2400001566
21151,11ad,1510084915
21151,11bz,1510072860
21151,11ah,1510084982
21151,11ae,1510084923
21151,11gæ,2400015862
21151,11ai,1510084974
21151,11af,1510084931
21151,11gø,2400015863
21151,11al,1510084958
21151,11bu,1510072860
21151,11bv,1510072860
21151,10af,1510133320
21151,32a,1510077250
21151,54,1510135080
21151,47,1510080960
21151,34b,1510080987
21151,34c,1510080995
21151,46,1510080944
21151,39b,1510071996
21151,39c,1510149999
21151,45,1510080901
21151,7000l,0
21151,37,1510086780
21151,36a,1510077196
21151,44,1510080871
21151,36b,1510077161
21151,39a,1510080898
21151,7000h,0
21151,43,1510080863
21151,11æ,1510085881
21151,35,1510077765
21151,2fz,1510075509
21151,2q,1510077234
21151,11c,1510080855
21151,34a,1510077757
21151,33g,1510080790
21151,11bp,1510080782
21151,12c,1510077234
21151,33a,1510077749
21151,11e,1510080839
21151,14ø,1510080731
21151,33b,1510080812
21151,12k,1510077730
21151,7000x,0
21151,7000a,0
21151,20b,1510077811
21151,20f,1510077781
21151,20e,1510077781
21151,20c,1510077773
21151,18e,1510079490
21151,12bu,1510146997
21151,7000bd,0
21151,55,2400001878
21151,12b,1510149686
21151,2bv,1510083595
21151,2ci,1510083617
21151,2fø,1510075401
21151,2fv,1510075487
21151,2ch,1510075355
21151,2fæ,1510075371
21151,2cf,1510075347
21151,2cg,1510075363
21151,12bm,1510079938
21151,2es,1510075398
21151,51,1510072038
21151,2et,1510075428
21151,2eu,1510075444
21151,2ev,1510085318
21151,15r,1510071902
21151,12e,1510123287
21151,7000be,0
21151,17f,1510071929
21151,21bm,1510144373
21151,56,1510149454
21151,7000u,0
21151,19d,1510077803
21151,20d,1510079660
21151,7000v,0
21151,18a,1510079490
21151,19a,1510077803
21151,21bu,1510145264
21151,21be,1510144306
21151,21p,1510143830
21151,21q,1510143849
21151,21r,1510143857
21151,21s,1510143865
21151,20g,1510077781
21151,21d,1510084761
21151,18c,1510084788
21151,21t,1510143873
21151,21ø,1510143962
21151,21aa,1510143970
21151,21ab,1510143989
21151,21ac,1510143997
21151,21ad,1510144004
21151,21ae,1510144012
21151,21af,1510144020
21151,21ag,1510144039
21151,21æ,1510143954
21151,21u,1510143873
21151,21am,1510144098
21151,21al,1510144071
21151,21ak,1510144063
21151,21ai,1510144055
21151,21z,1510143946
21151,21ah,1510144047
21151,21cr,1510149399
21151,21cs,1510149400
21151,21bp,1510143768
21151,2gø,1510135986
21151,2ie,1510135536
21151,29ay,1510074685
21151,29ax,1510074669
21151,32e,1510074529
21151,21e,1510079512
21151,29az,1510074707
21151,29c,1510074510
21151,2hc,1510136125
21151,5t,1510076424
21151,29ao,1510074774
21151,29as,1510074642
21151,32f,1510074537
21151,32i,1510074553
21151,9n,1510135994
21151,32k,1510074588
21151,2hh,1510076416
21151,32l,1510074618
21151,2hb,1510135609
21151,32b,1510076416
21151,2id,1510135536
21151,9b,1510076416
21151,21cb,1510145345
21151,21ch,1510145426
21151,21av,1510144195
21151,21cg,1510145418
21151,21au,1510144187
21151,21ax,1510144209
21151,21cf,1510145396
21151,21ay,1510144217
21151,21at,1510144179
21151,21az,1510144225
21151,21aæ,1510144233
21151,21aø,1510144241
21151,21ba,1510144268
21151,21ce,1510145388
21151,21bb,1510144276
21151,21as,1510144160
21151,21bc,1510144284
21151,21bd,1510144292
21151,21bi,1510144349
21151,21bk,1510144357
21151,21cd,1510145361
21151,21ar,1510144152
21151,21bl,1510144365
21151,21bh,1510144330
21151,21bv,1510145272
21151,21cc,1510145353
21151,3nr,1510141749
21151,6iæ,1510076416
21151,21bg,1510144322
21151,21bf,1510144314
21151,21bo,1510143768
21151,21bn,1510143768
21151,3nl,1510141471
21151,3nb,1510141587
21151,3mr,1510141684
21151,3ns,1510141757
21151,3ms,1510141676
21151,3nt,1510141765
21151,3mæ,1510141595
21151,3na,1510141714
21151,3mø,1510141706
21151,3mt,1510141668
21151,3mz,1510141609
21151,3lg,1510139000
21151,3ls,1510139124
21151,3lh,1510139019
21151,3mu,1510141641
21151,2cn,1510083706
21151,3lr,1510139116
21151,3mv,1510141633
21151,3mx,1510141625
21151,3my,1510141617
21151,3on,1510142141
21151,3oo,1510071600
21151,7000au,0
21151,21cx,1510149404
21151,2if,1510150001
21151,7000b,0
21151,2gc,1510075460
21151,2gb,1510075452
21151,2cm,1510083684
21151,7000k,0
21151,21cu,1510149402
21151,2co,1510083722
21151,21cv,1510149403
21151,2fs,1510075541
21151,2ey,1510085377
21151,21cy,1510149405
21151,2ft,1510075533
21151,17k,1510085369
21151,21y,1510143938
21151,21cz,1510149406
21151,2cl,1510083668
21151,2ga,1510075436
21151,2ck,1510083633
21151,2fu,1510085334
21151,17l,1510075525
21151,21aq,1510144144
21151,2fx,1510085350
21151,17m,1510075517
21151,2dz,1510085415
21151,21ap,1510144136
21151,2fy,1510085342
21151,21ao,1510144128
21151,17n,1510075495
21151,2ex,1510085326
21151,21an,1510144101
21151,17o,1510075479
21151,2em,1510084877
21151,29by,1510075096
21151,29bx,1510075088
21151,30d,1510074987
21151,30o,1510074995
21151,30i,1510074936
21151,30a,1510071945
21151,30n,1510074979
21151,31o,1510074855
21151,30m,1510074960
21151,31n,1510074871
21151,31b,1510071945
21151,29aq,1510074839
21151,30l,1510074952
21151,29bø,1510071945
21151,31m,1510074898
21151,29av,1510074812
21151,30k,1510074944
21151,29ap,1510074790
21151,31l,1510074901
21151,29ar,1510074634
21151,32d,1510071945
21151,2ay,1510075592
21151,2ak,1510075649
21151,2ab,1510083439
21151,2an,1510083218
21151,2dx,1510083420
21151,2ai,1510075622
21151,2am,1510083188
21151,2dt,1510083234
21151,2ah,1510075606
21151,2dy,1510083404
21151,2ag,1510075584
21151,2ds,1510083196
21151,2du,1510083250
21151,2dv,1510083277
21151,2dr,1510083161
21151,7000ao,0
21151,2ht,1510079989
21151,2dq,1510083153
21151,2dæ,1510085407
21151,2dp,1510083293
21151,2dø,1510085393
21151,12bl,1510079946
21151,2ea,1510083323
21151,2a,1510079547
21151,12i,1510079970
21151,12bc,1510071880
21151,12r,1510082130
21151,7000ø,0
21151,2bt,1510075894
21151,2gg,1510083870
21151,2bs,1510075886
21151,2gf,1510083854
21151,2br,1510075878
21151,2ge,1510083838
21151,2bq,1510075851
21151,2ce,1510083803
21151,2fl,1510083862
21151,2bp,1510075843
21151,2ct,1510083846
21151,2cd,1510083773
21151,2bo,1510075827
21151,2cs,1510083811
21151,2cc,1510083757
21151,2hæ,1510084877
21151,2cr,1510083781
21151,2fp,1510083994
21151,2cb,1510083730
21151,2fq,1510084028
21151,2eæ,1510085474
21151,2cq,1510083765
21151,2ca,1510083714
21151,2hy,1510084877
21151,2fr,1510075576
21151,21ct,1510149401
21151,2ez,1510085385
21151,2cp,1510083749
21151,2bø,1510083692
21151,2gd,1510075568
21151,7000ak,0
21151,2bn,1510075800
21151,2bf,1510075797
21151,2bæ,1510083676
21151,2be,1510075770
21151,2bm,1510075789
21151,2bd,1510075754
21151,2bz,1510083641
21151,2bc,1510075738
21151,2bl,1510075762
21151,2bb,1510075703
21151,2by,1510083625
21151,2bk,1510075746
21151,2ba,1510075673
21151,2au,1510083358
21151,2at,1510083331
21151,2bx,1510083609
21151,2bi,1510075711
21151,2aø,1510075657
21151,2as,1510083315
21151,2ar,1510083307
21151,2hz,1510084877
21151,2aæ,1510075630
21151,2bh,1510075681
21151,2aq,1510083285
21151,2az,1510075614
21151,2ap,1510083269
21151,2al,1510075665
21151,2ad,1510083455
21151,2ac,1510083447
21151,2ao,1510083242
21151,7000ai,0
21151,25c,1510074804
21151,25b,1510075339
21151,29ah,1510075266
21151,29ai,1510075258
21151,29b,1510071945
21151,29ag,1510075274
21151,28b,1510015379
21151,29bk,1510075231
21151,29af,1510075282
21151,25a,1510074804
21151,29a,1510071945
21151,24b,1510015379
21151,7000ah,0
21151,5ab,1510083080
21151,5ac,1510083064
21151,5ad,1510083048
21151,5f,1510015379
21151,4gf,1510143199
21151,21bx,1510145280
21151,2c,1510076416
21151,3np,1510141722
21151,3nm,1510141463
21151,3nd,1510141560
21151,3nk,1510141498
21151,3nq,1510141730
21151,3nc,1510141579
21151,3mq,1510141692
21151,3om,1510142141
21151,4gx,1510071392
21151,6i,1510076416
21151,4gæ,1510149859
21151,4ge,1510140386
21151,21cq,1510146376
21151,21cp,1510146368
21151,21co,1510146341
21151,21cn,1510146333
21151,21cm,1510146325
21151,21cl,1510146317
21151,21ck,1510146309
21151,21ci,1510146295
21151,21o,1510143822
21151,4gv,1510071392
21151,21n,1510143814
21151,21m,1510143806
21151,4eæ,1510071392
21151,21br,1510079512
21151,21v,1510143903
21151,21l,1510143792
21151,21x,1510143911
21151,21bs,1510079512
21151,21bt,1510079512
21151,3ly,1510139337
21151,7000bi,0
21151,21bq,1510079512
21151,7000bb,0
21151,3lu,1510139302
21151,3lx,1510139329
21151,9p,1510138993
21151,4fx,1510130917
21151,9m,1510135374
21151,9o,1510136745
21151,4fu,1510130933
21151,21ca,1510145337
21151,21bø,1510145329
21151,4ft,1510130941
21151,21bæ,1510145310
21151,4fs,1510130968
21151,4gb,1510134815
21151,4ga,1510130976
21151,7000aø,0
21151,4gl,1510144454
21151,4gp,1510144497
21151,4go,1510144489
21151,21bz,1510145302
21151,4gn,1510144470
21151,4gm,1510144462
21151,4gk,1510144446
21151,9l,1510133916
21151,4gi,1510144438
21151,4gg,1510143598
21151,4gc,1510134823
21151,4gh,1510144411
21151,3am,1510077870
21151,4fr,1510130879
21151,4gr,1510076416
21151,21by,1510145299
21151,4gs,1510076416
21151,4gy,1510134815
21151,6iq,1510133908
21151,3mg,1510139450
21151,3mn,1510139515
21151,3mf,1510139442
21151,3mo,1510139523
21151,3mp,1510139531
21151,3me,1510139434
21151,3lz,1510139345
21151,3md,1510139426
21151,3mc,1510139418
21151,3mb,1510139396
21151,3ma,1510139388
21151,3lø,1510139361
21151,3læ,1510139353
21151,3lt,1510139256
21151,2hr,1510079989
21151,2hu,1510079989
21151,2fe,1510083919
21151,2eo,1510085458
21151,2hø,1510084877
21151,2en,1510083943
21151,2ep,1510085431
21151,2eq,1510085423
21151,2er,1510085466
21151,2fi,1510083927
21151,2fk,1510083889
21151,2fb,1510083986
21151,2fm,1510083935
21151,2fa,1510084001
21151,2fn,1510083951
21151,2fo,1510083978
21151,2eø,1510084036
21151,3iz,1510124313
21151,2gl,1510075835
21151,2bg,1510075819
21151,3kt,1510124062
21151,3ks,1510124054
21151,3is,1510124437
21151,3kr,1510124046
21151,2gm,1510083412
21151,2hq,1510079989
21151,2ax,1510083390
21151,2av,1510083366
21151,2ic,1510084877
21151,3kq,1510124038
21151,3kp,1510124011
21151,2af,1510083471
21151,2ae,1510083463
21151,2gn,1510083382
21151,2hn,1510079989
21151,3cæ,1510071600
21151,7000av,0
21151,2hs,1510079989
21151,2æ,1510079989
21151,7000d,0
21151,7000al,0
21151,2ho,1510079989
21151,3cz,1510077447
21151,12y,1510079997
21151,3cr,1510081924
21151,12av,1510080154
21151,1,1510081924
21151,3bl,1510082572
21151,3br,1510082599
21151,3az,1510077862
21151,3al,1510077854
21151,3bq,1510082580
21151,3bk,1510082556
21151,3bp,1510082564
21151,3ak,1510077838
21151,3bi,1510082548
21151,3ai,1510084753
21151,3bo,1510082521
21151,3ay,1510077846
21151,3gx,1510123139
21151,3gy,1510123147
21151,3bn,1510082513
21151,3ah,1510082505
21151,3cu,1510076602
21151,5ba,1510076602
21151,3bm,1510082491
21151,3ag,1510084656
21151,3af,1510084664
21151,3ae,1510084680
21151,3ad,1510084710
21151,3ac,1510084737
21151,3gv,1510123155
21151,3gz,1510123155
21151,3ck,1510082483
21151,5ay,1510076483
21151,5az,1510076491
21151,7000q,0
21151,2ia,1510084877
21151,3ki,1510124194
21151,3kk,1510124186
21151,3kl,1510124178
21151,3km,1510124151
21151,31k,1510074928
21151,3kn,1510124143
21151,3ko,1510124135
21151,3oø,1510139256
21151,3kæ,1510124127
21151,3ke,1510124240
21151,2gi,1510083900
21151,2gh,1510083897
21151,3kf,1510124232
21151,3kg,1510124224
21151,3kz,1510124119
21151,3kh,1510124216
21151,3oy,1510124445
21151,3ky,1510124100
21151,3lb,1510124445
21151,3kx,1510124097
21151,2hp,1510079989
21151,2gk,1510075916
21151,3ka,1510124283
21151,2bu,1510075908
21151,2ib,1510084877
21151,3kb,1510124291
21151,3kc,1510124305
21151,3kv,1510124089
21151,5æ,1510083129
21151,3ku,1510124070
21151,3iy,1510124321
21151,7000ar,0
21151,29q,1510082017
21151,29h,1510082076
21151,4bp,1510149895
21151,29æ,1510074561
21151,5aa,1510083102
21151,29v,1510073646
21151,5ø,1510083110
21151,7000aæ,0
21151,29g,1510082041
21151,29x,1510073662
21151,29z,1510074545
21151,5z,1510083137
21151,2gæ,1510136001
21151,29f,1510082025
21151,5y,1510083145
21151,5x,1510076459
21151,29y,1510081983
21151,29e,1510082009
21151,5v,1510076440
21151,2ha,1510136036
21151,2hf,1510136745
21151,29am,1510074723
21151,5u,1510076424
21151,29d,1510081991
21151,29an,1510074758
21151,2hg,1510143385
21151,2gz,1510135536
21151,7000ay,0
21151,5as,1510083013
21151,5ep,1510076505
21151,5ed,1510082971
21151,5aæ,1510076513
21151,5ar,1510082963
21151,5ae,1510083021
21151,5aq,1510082947
21151,5em,1510083005
21151,5ka,1510122043
21151,5ap,1510082920
21151,5af,1510082998
21151,5ao,1510082882
21151,5ee,1510082874
21151,5an,1510082831
21151,5iq,1510120229
21151,5ag,1510082955
21151,5ah,1510082939
21151,5ai,1510082890
21151,5iø,1510121055
21151,5io,1510082912
21151,5ak,1510082858
21151,5ec,1510082815
21151,5al,1510082823
21151,5en,1510082904
21151,5eo,1510082866
21151,4af,1510082793
21151,4fz,1510130895
21151,4fy,1510130909
21151,29ak,1510074650
21151,29bæ,1510134610
21151,30g,1510074626
21151,30h,1510074596
21151,3cc,1510073530
21151,3cd,1510073557
21151,3ce,1510073573
21151,29t,1510073581
21151,29u,1510073611
21151,3bæ,1510073565
21151,29s,1510073654
21151,3ca,1510073603
21151,3ef,1510087817
21151,29r,1510073670
21151,29o,1510073638
21151,3cq,1510082637
21151,29p,1510082033
21151,29n,1510082068
21151,29m,1510082084
21151,29l,1510082106
21151,29i,1510082092
21151,29k,1510082114
21151,5fr,1510082122
21151,5bb,1510076556
21151,5fq,1510076564
21151,5cp,1510076580
21151,5ax,1510083099
21151,5co,1510076599
21151,5av,1510083072
21151,5au,1510083056
21151,5at,1510076475
21151,3ø,1510084672
21151,3æ,1510084699
21151,3ab,1510084648
21151,3cv,1510084702
21151,3aa,1510076653
21151,8ag,1510084729
21151,3z,1510076688
21151,3v,1510076548
21151,8b,1510084745
21151,3y,1510076718
21151,3x,1510076734
21151,8ah,1510076750
21151,3s,1510078281
21151,3u,1510076572
21151,8ai,1510076785
21151,5aø,1510076521
21151,3q,1510078338
21151,3r,1510078257
21151,3t,1510078273
21151,3p,1510078311
21151,3n,1510076610
21151,3m,1510076629
21151,5kb,1510124569
